Study Area,Degree,University,City,Degree Duration,Fee,Contact Number,Email,URL,Address
Agricultural Sciences,Food Science & Technology, University Of Haripur,Haripur,"BS , 4 Years",38000,92995920602,registrar@uoh.edu.pk ,https://www.uoh.edu.pk/#gsc.tab=0 ,"The University of Haripur
Hattar Road Near Swat Chowk Haripur
Khyber Pakhtunkhwa Pakistan"
Agricultural Sciences,Food Science & Technology,Sindh Madressatul Islam University,Karachi,"BS , 4 Years",0,(021) 111 111 885,info@smiu.edu.pk,https://smiu.edu.pk/,"Aiwan-e-Tijarat Rd, Seari Quarters, Karachi, Karachi City, Sindh 74000"
Agricultural Sciences,Food Science & Technology,University Of Karachi,Karachi,"BS , 4 Years",27600,+92 21 99261300-06,info@uok.edu.pk ,https://www.uok.edu.pk/,"University of Karachi, Main University Road, Karachi, Pakistan."
Agricultural Sciences,Food Science & Technology, University Of The Punjab,Lahore,"BS , 4 Years",0,0092 42 99231099,infocell@pu.edu.pk ,http://www.pu.edu.pk/ ,"P.O. Box No. 54590. Lahore, Pakistan."
Agricultural Sciences,Food Science & Technology,University Of Veterinary And Animal Sciences,Lahore,"BS , 4 Years",48180,92-42-99211374,webmaster@uvas.edu.pk,https://uvas.edu.pk/,"Syed Abdul Qadir Jillani (Out Fall) Road, Lahore - Pakistan"
Agricultural Sciences,Food Science & Technology,Hazara University,Mansehra,"BS , 4 Years",0,(0997) 414171,provost@hu.edu.pk,https://www.hu.edu.pk/,"Dhodial, Mansehra, Khyber Pakhtunkhwa 21120"
Agricultural Sciences,Food Science & Technology,"Abdul Wali Khan University, Mardan",Mardan,"BS , 4 Years",75440,92-937-9230801-4,"webadmin@awkum.edu,pk",https://awkum.edu.pk/,"Garden Campus, Abdul Wali Khan University Mardan"
Agricultural Sciences,Food Science & Technology,"Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Hons] , 4 Years",39845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Agricultural Sciences,Food Science & Technology,Nfc Institute Of Engineering & Technology,Multan,"BS , 4 Years",0,0092-61 9220012,info@nfciet.edu.pk,https://www.nfciet.edu.pk/ ,"NFC Institute of Engineering & Technology,Vice Chancellor Secretariat,P.O. Fertilizers Project,Khanewal Road, Multan,Punjab,6000,Pakistan"
Agricultural Sciences,Food Technology,University Of Agriculture,Faisalabad,"B.Sc. [Hons] , 4 Years",46200,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Food Technology,"Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BS , 4 Years",0,(0244) 9370367,registrar@quest.edu.pk,https://quest.edu.pk/,"Quest, Haqani town Nawabshah, Shaheed Benazirabad, Sindh 67450"
Agricultural Sciences,Forestry,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",47800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,The Islamia University of Bahawalpur"
Agricultural Sciences,Forestry,Gomal University,D.i. Khan,"BS , 4 Years",46600,+92 966-750-354,info@gomaluniversity.edu.pk ,http://www.gu.edu.pk/,"Gomal University, Dera Ismail Khan, Khyber Pakhtunkhwa, Pakistan"
Agricultural Sciences,Forestry,University Of Agriculture,Faisalabad,"BS , 4 Years",0,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Forestry,Karakuram International University,Gilgit,"BS , 4 Years",59000,+92 5811 960606,info@kiu.edu.pk ,http://www.kiu.edu.pk/,"Karakoram International University Jutial, Gilgit, Gilgit-Baltistan, Pakistan"
Agricultural Sciences,Forestry,University Of Haripur,Haripur,"BS , 4 Years",38000,92995920602,registrar@uoh.edu.pk ,https://www.uoh.edu.pk/#gsc.tab=0 ,"The University of Haripur,Hattar Road Near Swat Chowk Haripur,Khyber Pakhtunkhwa Pakistan"
Agricultural Sciences,Forestry,University Of Sindh,Jamshoro,"BS , 4 Years",22000,+92 22 921 3210,info@admin.usindh.edu.pk ,http://www.usindh.edu.pk/ ,"University of Sindh Jamshoro, Sindh, Pakistan"
Agricultural Sciences,Forestry,Kohat University Of Science & Technology,Kohat,"BS , 4 Years",42300,+92 922 529150,info@kust.edu.pk ,http://www.kust.edu.pk/,"Kohat University of Science & Technology Karakoram Hwy, Kohat, Khyber Pakhtunkhwa, Pakistan"
Agricultural Sciences,Forestry,"Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",39845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Agricultural Sciences,Forestry, Kohsar University,Murree,"BS , 4 Years",0, (051) 9269270,dr.sara@kum.edu.pk,https://kum.edu.pk/,"near maissonette Firhill Hotel, Murree, Rawalpindi, Punjab"
Agricultural Sciences,Forestry,Pir Mahar Ali Shah Arid Agriculture University,Rawalpindi,"BS , 4 Years",25400,92-51-9292122,webmaster@uaar.edu.pk,https://www.uaar.edu.pk/,"PMAS-Arid Agriculture University Rawalpindi, Shamsabad, Muree Road Rawalpindi - Pakistan."
Agricultural Sciences,Forestry,Shaheed Benazir Bhutto International University Of Veterinary And Animal Sciences,Sakrand,"BS , 4 Years",0,3062624925,editorinchief@sbbuvas.edu.pk,https://www.sbbuvas.edu.pk/,"Aliabad, Cadet College Road, Nawabshah"
Agricultural Sciences,Forestry, University Of Swat,Swat,"BS , 4 Years",30900,0946-730524,registrar@uswat.edu.pk,https://uswat.edu.pk/,Main Campus at Charbagh
Agricultural Sciences,Forestry,"Shaheed Benazir Bhutto University, Sheringal",Upper Dir,"BS , 4 Years",30010,(0944) 885529,registrar@sbbusba.edu.pk,https://sbbu.edu.pk/,"District Dir(Upper Tehsil, Sheringal, Upper Dir, Khyber Pakhtunkhwa 1805"
Agricultural Sciences,Forestry,Mirpur University Of Science And Technology ( Pallandri Campus),Pallandri,"BS , 4 Years",0,-966772,info@must.edu.pk,https://must.edu.pk/,Pallandri
Agricultural Sciences,Forestry,Pakistan Forest Institute,Peshawar,"B.Sc. , 2 Years",0,(091) 9221371,itadminfed@pfi.gov.pk,https://www.pfi.gov.pk/,"2F8Q+94W, Forest Coloney Rahat Abad, Peshawar, Khyber Pakhtunkhwa"
Agricultural Sciences,Horticulture,University Of Chitral,Chitral,"BS , 4 Years",0,-415852,registrar@uoch.edu.pk,https://uoch.edu.pk/,Seenlasht Garam Chashma Road Chitral(Lower)
Agricultural Sciences,Horticulture,University Of Agriculture,Faisalabad,"BS , 4 Years",0,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Horticulture,Karakuram International University,Gilgit,"BS , 4 Years",42140,+92 5811 960606,info@kiu.edu.pk ,http://www.kiu.edu.pk/,"Karakoram International University Jutial, Gilgit, Gilgit-Baltistan, Pakistan"
Agricultural Sciences,Horticulture,University Of Haripur,Haripur,"BS , 4 Years",38000,92995920602,registrar@uoh.edu.pk ,https://www.uoh.edu.pk/#gsc.tab=0 ,"The University of Haripur,Hattar Road Near Swat Chowk Haripur,Khyber Pakhtunkhwa Pakistan"
Agricultural Sciences,Horticulture,The University Of Agriculture,Peshawar,"BS , 4 Years",0,+92 91 9216541-45,info@aup.edu.pk ,https://www.aup.edu.pk/ ,"Agricultural University Peshawar, Khyber Pakhtunkhwa, Peshawar, Pakistan."
Agricultural Sciences,Horticulture,"The University Of Agriculture, Swat",Swat,"B.Sc. [Hons] , 4 Years",0,(0946) 811888,Horticulture@uoas.edu.pk,http://www.uoas.edu.pk/UAStudent/,"Q8JH+MRG, Mingora, Swat, Khyber Pakhtunkhwa"
Agricultural Sciences,Horticulture & Crop Physiology,Sindh Agriculture University,Tando Jam,"BSC (AGRI.) HON , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Human Nutrition,Mardan Institute Of Sciences,Mardan,"BS , 4 Years",0,not mentioned,not mentioned,not mentioned,not mentioned
Agricultural Sciences,Soil Science,University Of Agriculture,Faisalabad,"BS , 4 Years",0,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Soil Science,University Of Haripur,Haripur,"BS , 4 Years",38000,92995920602,registrar@uoh.edu.pk ,https://www.uoh.edu.pk/#gsc.tab=0 ,"The University of Haripur,Hattar Road Near Swat Chowk Haripur,Khyber Pakhtunkhwa Pakistan"
Agricultural Sciences,Soil Science,Sindh Agriculture University,Tando Jam,"BSC (AGRI.) HON , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Livestock,Khan Bahadur Chaudhary Mushtaq Ahmad College Of Veterinary And Animal Sciences,Narowal,"AD , 2 Years",48180,92-42-99211374,webmaster@uvas.edu.pk,https://uvas.edu.pk/other_campuses/narowal/about.htm,"Syed Abdul Qadir Jillani (Out Fall) Road, Lahore - Pakistan"
Agricultural Sciences,Livestock,"Para Veterinary Institute, Karor Lal Easan",Layyah,"AD , 2 Years",48180,(0606) 810600,webmaster@uvas.edu.pk,https://uvas.edu.pk/other_campuses/Layyah/principal-messange.htm,"6X57+9J4, Karor Lal Essan, Layyah, Punjab"
Agricultural Sciences,Plant Pathology & Plant Protection,Sindh Agriculture University,Tando Jam,"BSC (AGRI.) HON , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Agricultural & Resource Economics, University Of Agriculture,Faisalabad,"B.Sc. [Hons] , 4 Years",46200,(041) 9200161,registrar@uaf.edu.pk,https://web.uaf.edu.pk/,"Jail road chak #212 city Narrwala road near Gulberq police station Rajay wala, Sidhu Pura Rd, Ghulam Muhammad Abad, faiz, Faisalabad, 38000"
Agricultural Sciences,Agricultural & Resource Economics,Muhammad Nawaz Sharif University Of Agriculture,Multan,"BS , 4 Years",0,061-9201681,info@mnsuam.edu.pk,https://mnsuam.edu.pk/index.php/ ,"Old Shujaabad Road, Multan."
Agricultural Sciences,Agricultural Business,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",0,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,The Islamia University of Bahawalpur"
Agricultural Sciences,Agricultural Business,University Of Agriculture,Faisalabad,"BBA , 4 Years",46200,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Agricultural Business,University Of Haripur,Haripur,"BS , 4 Years",38000,92995920602,registrar@uoh.edu.pk ,https://www.uoh.edu.pk/#gsc.tab=0 ,"The University of Haripur,Hattar Road Near Swat Chowk Haripur,Khyber Pakhtunkhwa Pakistan"
Agricultural Sciences,Agricultural Business,"Bahauddin Zakariya University, Multan",Multan,"B.Sc. , 4 Years",39845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Agricultural Sciences,Agricultural Business, Muhammad Nawaz Sharif University Of Agriculture,Multan,"BBA , 4 Years",48000, (061) 9201680,info@mnsuam.edu.pk,https://mnsuam.edu.pk/,"Agriculture Complex, Old Shuja Abad Rd, Multan, Punjab"
Agricultural Sciences,Agricultural Business,Sukkur Iba University,Sukkur,"BBA , 4 Years",80000,(071) 5644000,info@iba-suk.edu.pk,https://www.iba-suk.edu.pk/,"Nisar Ahmed Siddiqui Rd, Delhi Muslim Housing Society, Sukkur, Sindh"
Agricultural Sciences,Agricultural Business,"University Of Agriculture Faisalabad, Sub Campu",Burewala,"BBA , 4 Years",46200,3049983389,principal_burewala@uaf.edu.pk,http://burewala.uaf.edu.pk/,7 Km Chichawatni Road Burewala
Agricultural Sciences,Agricultural Economics & Statistics,Sindh Agriculture University,Tando Jam,"BSC (AGRI.) HON , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Agricultural Education & Extension,Sindh Agriculture University,Tando Jam,"BSC (AGRI.) HON , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Agricultural Extension,University Of Agriculture,Faisalabad,"BS , 4 Years",0,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Agricultural Extension,"Lasbela University Of Agriculture, Water And Marine Sciences, Wadh Campus",Wadh,"BS , 4 Years",17000,(0853) 610350,info@luawms.edu.pk,https://www.luawms.edu.pk/,"Main Regional Cooperation for Development Hwy, Uthal, Las Bela, Balochistan 90150"
Agricultural Sciences,Agriculture & Agribusiness Management,University Of Karachi,Karachi,"BS (HONS) , 4 Years",61200,+92 21 99261300-06,info@uok.edu.pk ,https://www.uok.edu.pk/,"University of Karachi, Main University Road, Karachi, Pakistan."
Agricultural Sciences,Crop Production,Sindh Agriculture University,Tando Jam,"BS , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Crop Protection,Sindh Agriculture University,Tando Jam,"BSC (AGRI.) HON , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Dairy Science,"Unversity Of The Poonch, Rawala Kot",Rawala Kot,"BS , 4 Years",0,+92 91 9216541-46,dsa@upr.edu.pk,https://upr.edu.pk/,Main Campus University of Poonch Rawalakot
Agricultural Sciences,Dairy Science, Sir Syed University Of Engineering & Technology,Karachi,"BS , 4 Years",96000,(021) 34988000,director.it@ssuet.edu.pk,https://www.ssuet.edu.pk/,"ST-16 Main University Rd, Block 5 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh"
Agricultural Sciences,Dairy Science,Minhaj University,Lahore,"BS , 4 Years",0,0311 1222685,info@mul.edu.pk,https://www.mul.edu.pk/english/index.html,"Minhaj Ul Quran University Rd, Civic Center Twp Commercial Area Lahore, Punjab 54770"
Agricultural Sciences,Dairy Technology,University Of Agriculture,Faisalabad,"B.Sc. [Hons] , 4 Years",46200,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Dairy Technology,"Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Hons] , 4 Years",39845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Agricultural Sciences,Dairy Technology,Sindh Agriculture University,Tando Jam,"BS , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Dairy Technology,University Of Veterinary And Animal Sciences [ Ravi Campus],Pattoki,"BS (HONS) , 4 Years",48180,4299211449,webmaster@uvas.edu.pk,"https://www.eduvision.edu.pk/university-of-veterinary-and-animal-sciences-ravi-campus-uvas-pattoki-ins-1310998126#:~:text=University%20Of%20Veterinary%20And%20Animal%20Sciences%20%5B,Ravi%20Campus%5D%20UVAS%2C%20Pattoki%20Head%3A%20Pattoki%2004299211449%20webmaster%40uvas.edu.pk","University Of Veterinary And Animal Sciences [ Ravi Campus] UVAS, Pattoki Head: Pattoki"
Agricultural Sciences,Entomology,University Of Agriculture,Faisalabad,"BS , 4 Years",0,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Entomology,University Of Haripur,Haripur,"BS , 4 Years",38000,92995920602,registrar@uoh.edu.pk ,https://www.uoh.edu.pk/#gsc.tab=0 ,"The University of Haripur,Hattar Road Near Swat Chowk Haripur,Khyber Pakhtunkhwa Pakistan"
Agricultural Sciences,Entomology,"The University Of Agriculture, Swat",Swat,"B.Sc. [Hons] , 4 Years",0,(0946) 811888,Horticulture@uoas.edu.pk,http://www.uoas.edu.pk/UAStudent/,"Q8JH+MRG, Mingora, Swat, Khyber Pakhtunkhwa"
Agricultural Sciences,Farm Management,University Of Agriculture,Faisalabad,"AD , 2 Years",46200,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Farm Management,"Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Hons] , 4 Years",39845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Agricultural Sciences,Food Quality Management,Gomal University,D.i. Khan,"BS , 4 Years",0,+92 966-750-354,info@gomaluniversity.edu.pk ,http://www.gu.edu.pk/,"Gomal University, Dera Ismail Khan, Khyber Pakhtunkhwa, Pakistan"
Agricultural Sciences,Food Quality Management,"Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",39845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Agricultural Sciences,Food Quality Management,University Of Management And Technology,Lahore,"BS , 4 Years",0,+92 42 35212801-10,info@umtweb.edu,https://www.umt.edu.pk/Contact-us.aspx,"University of Management and Technology C-II, Johar Town, Lahore."
Agricultural Sciences,Food Quality Management,Grand Asian University Sialkot,Sialkot,"BS , 4 Years",0,0092-52-3310617-18-19-20,info@gaus.edu.pk,https://gaus.edu.pk/,"7 KM, Pasrur Road, Sialkot,Punjab Pakistan."
Agricultural Sciences,Food Sfety & Quality Management,The Superior University,Lahore,"BS , 4 Years",0,042-38103777,not mentioned,https://www.superior.edu.pk/,"MainCampusLahore. 17 KM,MainRaiwind Road,Lahore, Punjab"
Agricultural Sciences,Molecular Virology,"Unversity Of The Poonch, Rawala Kot",Rawala Kot,"BS , 4 Years",0,+92 91 9216541-46,dsa@upr.edu.pk,https://upr.edu.pk/,Main Campus University of Poonch Rawalakot
Agricultural Sciences,Plant Pathology,University Of Agriculture,Faisalabad,"BS , 4 Years",0,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Agricultural Sciences,Plant Protection,Karakuram International University,Gilgit,"BS , 4 Years",42140,+92 5811 960606,info@kiu.edu.pk ,http://www.kiu.edu.pk/,"Karakoram International University Jutial, Gilgit, Gilgit-Baltistan, Pakistan"
Agricultural Sciences,Plant Sciences,Karakuram International University,Gilgit,"BS , 4 Years",42140,+92 5811 960606,info@kiu.edu.pk ,http://www.kiu.edu.pk/,"Karakoram International University Jutial, Gilgit, Gilgit-Baltistan, Pakistan"
Agricultural Sciences,Plant Sciences,University Of Baltistan,Sakardu,"BS , 4 Years",0,(058159) 60072,info@uobs.edu.pk,https://uobs.edu.pk/index.php,"Kargil-Skardu Rd, Hussainabad, Skardu, 16400"
Agricultural Sciences,Poultry Sciences,Cholistan University Of Veterinary & Animal Sciences,Bahawal Pur,"BS , 4 Years",54000,062-9255716,registrar@cuvas.edu.p,https://www.cuvas.edu.pk/ ,"Cholistan University of Veterinary & Animal Sciences, Bahawalpur"
Agricultural Sciences,Poultry Sciences,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",47800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,The Islamia University of Bahawalpur"
Agricultural Sciences,Poultry Sciences, Gomal University,D.i. Khan,"BS , 4 Years",46600,+92 966-750-354,info@gomaluniversity.edu.pk ,http://www.gu.edu.pk/,"Gomal University, Dera Ismail Khan, Khyber Pakhtunkhwa, Pakistan"
Agricultural Sciences,Poultry Sciences,University Of Karachi,Karachi,"BS , 4 Years",0,+92 21 99261300-06,info@uok.edu.pk ,https://www.uok.edu.pk/,"University of Karachi, Main University Road, Karachi, Pakistan."
Agricultural Sciences,Poultry Sciences,University Of Layyah,Layyah,"BS , 4 Years",0,+92 0606 920247,info@ul.edu.pk,https://ul.edu.pk/,"Katchehry Road, Layyah"
Agricultural Sciences,Poultry Sciences," Abdul Wali Khan University, Mardan",Mardan,"BS , 4 Years",75440,-9231650,"webadmin@awkum.edu,pk",https://awkum.edu.pk/,"Bacha Khan Monument, Nowshera Mardan Rd, Muslimabad, Mardan, Khyber Pakhtunkhwa 23200"
Agricultural Sciences,Poultry Sciences," Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",39845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Agricultural Sciences,Poultry Sciences,Muhammad Nawaz Sharif University Of Agriculture,Multan,"B.Sc. [Hons] , 4 Years",48000,061-9201681,info@mnsuam.edu.pk,https://mnsuam.edu.pk/index.php/ ,"Old Shujaabad Road, Multan."
Agricultural Sciences,Poultry Sciences,"Unversity Of The Poonch, Rawala Kot",Rawala Kot,"BS , 4 Years",0,+92 91 9216541-46,dsa@upr.edu.pk,https://upr.edu.pk/,Main Campus University of Poonch Rawalakot
Agricultural Sciences,Poultry Sciences,Pir Mahar Ali Shah Arid Agriculture University,Rawalpindi,"BS , 4 Years",0,92-51-9292122,webmaster@uaar.edu.pk,https://www.uaar.edu.pk/,"PMAS-Arid Agriculture University Rawalpindi, Shamsabad, Muree Road Rawalpindi - Pakistan."
Agricultural Sciences,Poultry Sciences, Shaheed Benazir Bhutto International University Of Veterinary And Animal Sciences,Sakrand,"BS , 4 Years",0,0244 322152,info@sbbuvas.edu.pk,https://www.sbbuvas.edu.pk/,"47PH+37J, Sakrand - Shahpur Chakar Rd, Sakrand, Shaheed Benazirabad, Sindh"
Agricultural Sciences,Poultry Sciences,Sindh Agriculture University,Tando Jam,"BS , 4 Years",24300,92-22-3405300,info@sau.edu.pk,https://sau.edu.pk/,"Sindh Agriculture University, Tandojam Hyderabad, Sindh Pakistan Postal Code: 70060+ 92-22-2765870"
Agricultural Sciences,Poultry Sciences, University Of Veterinary And Animal Sciences [ Ravi Campus],Pattoki,"BS (HONS) , 4 Years",48180,(042) 99213937,ugadmissions@uvas.edu.pk,http://www.uvas.edu.pk/other_campuses/Ravi-Campus/index.htm,"3V7G+69M, Pattoki, Kasur, Punjab"
Agricultural Sciences,Poultry Sciences,University Of Agriculture Faisal Abad[toba Tek Singh Campus],Toba Tek Singh,"B.Sc. [Hons] , 4 Years",46200,(046) 2518699,Farooq325@gmail.com,http://uaf.edu.pk/subcampus/tt_singh/tt_overview.html,"New Sub-Campus, Toba Pirmahal Rd, Toba Tek Singh, Toba Tek Singh District, Punjab 36050"
Agricultural Sciences,Poultry Sciences,Riphah College Of Veterinary Sciences,Lahore,"BS , 4 Years",0, (042) 111 747 424,admissions@riphah.edu.pk,https://riphah.edu.pk/riphah-college-of-veterinary-sciences-lhr/,"13 km Raiwind Rd, Chamru Pur Lahore, Punjab 54000"
Agricultural Sciences,Seed Science & Technology,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",47800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,The Islamia University of Bahawalpur"
Agricultural Sciences,Seed Science & Technology,University Of Agriculture,Faisalabad,"BS , 4 Years",0,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
Religious Studies,Islamic Studies,Abbottabad University Of Science And Technology,Abbottabad,"B.Sc. , 4 Years",0,+92 992-811720,info@aust.edu.pk,https://aust.edu.pk/ ,"Captain Akaash Rabbani Shaheed Road,Havelian, KPK, Pakistan"
Religious Studies,Islamic Studies,Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000,058-23-960044,registrar@wuajk.edu.pk,https://wuajk.edu.pk/,Bagh AJ&K
Religious Studies,Islamic Studies,The Government Sadiq College Women University,Bahawal Pur,"BS , 4 Years",27340,(062) 9250546,INFO@GSCWU.EDU.PK,https://www.gscwu.edu.pk/,"CM2W+468, Girls College Rd, Anwar Colony, Bahawalpur, Punjab 63100"
Religious Studies,Islamic Studies,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",38800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,The Islamia University of Bahawalpur"
Religious Studies,Islamic Studies,University Of Science & Technology,Bannu,"BS , 4 Years",32800,-634671,registrar@ustb.edu.pk,https://www.ustb.edu.pk/,"XJ9J+F4W, D I Khan Rd, Bannu, Khyber Pakhtunkhwa"
Religious Studies,Islamic Studies,Thal University,Bhakkar,"BS , 4 Years",0, (0453) 9200070,info@tu.edu.pk,https://tu.edu.pk/,"Gymnasium Rd, Bhakkar, Punjab"
Religious Studies,Islamic Studies,The University Of Buner,Buner,"BS , 4 Years",0,-556058,admissions@ubuner.edu.pk,https://www.ubuner.edu.pk/,"Swari, Buner, Khyber Pakhtunkhwa 19290"
Religious Studies,Islamic Studies,University Of Malakand,Chakdara,"BS , 4 Years",14000,0945 920511,Admissions@uom.edu.pk ,https://uom.edu.pk/ ,"University of Malakand, Chakdara Dir Lower,Khyber Pakhtunkhwa Pakistan"
Religious Studies,Islamic Studies,Bacha Khan University,Charsadda,"BS , 4 Years",43720,091-6540116,webmaster@bkuc.edu.pk ,https://bkuc.edu.pk/ ,"Bacha Khan University Palosa, Charsadda Khyber Pakhtunkhwa Pakistan."
Religious Studies,Islamic Studies,University Of Chitral,Chitral,"BS , 4 Years",0,-415852,registrar@uoch.edu.pk,https://uoch.edu.pk/,Seenlasht Garam Chashma Road Chitral(Lower)
Religious Studies,Islamic Studies,Ghazi University,D.g.khan,"BS , 4 Years",23700,+92 (64) 9260135,info@gudgk.edu.pk,https://www.gudgk.edu.pk/ ,"COLLEGE CHOWK, DERA GHAZI KHAN.PAKISTAN."
Religious Studies,Islamic Studies,Gomal University,D.i. Khan,"BA [HONS] , 4 Years",40000,+92 966-750-354,info@gomaluniversity.edu.pk ,http://www.gu.edu.pk/,"Gomal University, Dera Ismail Khan, Khyber Pakhtunkhwa, Pakistan"
